sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
mens_basketball,Washington,Denver,BTN,0.026,2025,0,TV Media Blog,TV Media Blog chart GuYep; Thursday 9:00PM ET,0,0,1,Unknown,regular_season
mens_basketball,Kansas State,Seton Hall,ESPNU,0.025,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,Ualbany,Yale,ESPNU,0.025,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Hall of Fame Classic; Wednesday 4:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Utah,Mississppi State,ESPNU,0.025,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 10PM ET,0,0,0,Unknown,regular_season
mens_basketball,Siena,Iowa,ESPNU,0.024,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Thursday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Loyola Marymount,Washington State,ESPNU,0.022,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Wednesday 11PM ET,0,0,0,Unknown,regular_season
mens_basketball,Oregon,UC Davis,BTN,0.022,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,Miami,Florida State,ESPNU,0.02,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Tuesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Wichita State,DePaul,ESPNU,0.019,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Creighton,Nicholls,TruTV,0.018,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Tuesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,Davidson,Rhode Island,USA,0.018,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,East Carolina,Rice,ESPNU,0.018,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Wednesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,NM State,Middle Tennessee,ESPNU,0.017,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Portland State,Montana,ESPNU,0.017,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; Big Sky SF; Tuesday 9PM ET,0,0,1,Unknown,postseason
mens_basketball,UAB,Troy,ESPN2,0.016,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Sunday 3PM ET,0,0,0,Unknown,regular_season
mens_basketball,Illinois State,UNI,ESPNU,0.015,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Wednesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,LSU,South Carolina,ESPNU,0.015,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Tuesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Charlotte,Tulane,ESPNU,0.014,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; American 2R; Thursday 7PM ET,0,0,1,Unknown,postseason
mens_basketball,Florida Atlantic,Boston College,ESPNU,0.014,2025,0,TV Media Blog,TV Media Blog chart GuYep; Monday 7:00PM ET,0,0,1,Unknown,regular_season
mens_basketball,UC Irvine,Hawaii,ESPNU,0.014,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Thursday 11PM ET,0,0,0,Unknown,regular_season
